Lead_ID,Lead_Source,Total_Visits,Total_Time_Spent_on_Website,Last_Activity,Occupation,Email_Opened,Page_Views_Per_Visit,Lead_Age_Days,Converted,Lead_Score,Priority,Rank,AI_Action,AI_Reasons,AI_Urgency,AI_Channel,AI_OneLiner
LEAD-1075,Referral,6,703,No Activity,Unemployed,5,3.39,72,0,0.2051,Low,168,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (6 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1104,Website,3,1785,Page Visited,Unemployed,4,1.13,145,0,0.2037,Low,169,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (3 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1071,Cold Call,11,559,No Activity,Other,4,5.08,153,0,0.2035,Low,170,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (11 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1134,Email Campaign,4,1066,Email Opened,Other,4,6.03,176,0,0.2003,Low,171,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (4 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1146,Social Media,9,2652,Email Opened,Unemployed,2,4.47,93,0,0.1899,Low,172,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (9 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1020,Referral,3,2197,Page Visited,Unemployed,12,2.47,55,1,0.1845,Low,173,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (3 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1161,Website,3,2239,Page Visited,Businessman,5,5.13,59,0,0.1813,Low,174,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (3 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1144,Social Media,3,89,Email Opened,Unemployed,8,5.17,45,0,0.1807,Low,175,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (3 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1039,Referral,3,46,Email Opened,Businessman,2,2.9,103,0,0.1801,Low,176,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (3 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1028,Social Media,7,2491,Page Visited,Businessman,0,6.43,96,0,0.1736,Low,177,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (7 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1052,Social Media,12,830,Form Submitted,Working Professional,3,6.6,153,0,0.1735,Low,178,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (12 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1003,Cold Call,11,2368,No Activity,Student,2,3.93,131,0,0.173,Low,179,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (11 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1076,Website,8,1470,No Activity,Working Professional,5,2.82,148,0,0.1698,Low,180,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (8 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1147,Email Campaign,5,1625,Page Visited,Working Professional,12,5.18,115,0,0.1606,Low,181,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (5 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1160,Email Campaign,1,2967,No Activity,Unemployed,3,2.91,97,0,0.16,Low,182,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (1 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1120,Referral,8,895,No Activity,Unemployed,12,2.23,29,0,0.1597,Low,183,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (8 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1054,Email Campaign,5,1081,No Activity,Student,6,5.57,73,0,0.1495,Low,184,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (5 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1081,Website,3,153,No Activity,Other,12,3.87,110,0,0.149,Low,185,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (3 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1164,Email Campaign,10,1571,Email Opened,Working Professional,0,7.42,169,0,0.1466,Low,186,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (10 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1025,Email Campaign,9,681,No Activity,Businessman,14,4.3,141,0,0.1376,Low,187,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (9 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1153,Website,3,1516,Email Opened,Student,6,4.47,91,0,0.1315,Low,188,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (3 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1103,Referral,7,2070,Page Visited,Student,10,2.91,62,0,0.1276,Low,189,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (7 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1074,Cold Call,4,1212,No Activity,Working Professional,0,6.72,59,0,0.1238,Low,190,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (4 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1177,Website,10,1296,Page Visited,Student,3,4.43,31,0,0.1228,Low,191,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (10 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1031,Social Media,1,1595,Page Visited,Student,6,4.09,46,0,0.1218,Low,192,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (1 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1057,Referral,9,740,Page Visited,Businessman,12,2.7,121,0,0.1201,Low,193,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (9 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1168,Website,8,1687,Form Submitted,Other,2,2.3,89,0,0.1163,Low,194,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (8 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1010,Social Media,6,1166,Page Visited,Unemployed,12,2.25,120,0,0.1156,Low,195,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (6 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1013,Referral,3,1823,Form Submitted,Student,1,3.9,153,0,0.1043,Low,196,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (3 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1032,Social Media,11,4,No Activity,Businessman,1,3.81,29,0,0.0854,Low,197,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (11 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1123,Email Campaign,2,1687,No Activity,Unemployed,1,3.68,76,0,0.0841,Low,198,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (2 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1189,Email Campaign,10,75,No Activity,Other,1,3.08,77,0,0.0816,Low,199,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (10 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
LEAD-1026,Email Campaign,1,837,Page Visited,Businessman,0,4.95,18,0,0.0493,Low,200,"Add to a drip email campaign. Share educational content (blog posts, webinars). Re-evaluate in 2 weeks.",Low website engagement (1 visits) | No strong activity signal detected | May need education-first content,Nurture over 2 weeks,Email,Early-stage lead — enrol in nurture sequence and revisit later.
